,id,target_raw,target_clean
588,1907,0,0
589,1912,0,0
590,1913,0,0
591,1923,0,0
592,1926,1,1
593,1928,1,1
594,1930,1,1
595,1931,0,0
596,1934,0,0
597,1936,1,1
598,1944,1,1
599,1946,0,0
600,1947,0,0
601,1958,1,1
602,1964,0,0
603,1970,1,1
604,1974,0,0
605,1977,1,1
606,1978,1,1
607,1982,1,1
608,1984,1,1
609,1988,1,1
610,1993,0,0
611,1997,1,1
612,1998,1,1
613,2002,0,0
614,2004,1,1
615,2005,1,1
616,2008,0,0
617,2011,1,1
618,2013,0,0
619,2018,1,1
620,2021,1,1
621,2025,0,0
622,2029,1,1
623,2030,1,1
624,2032,0,0
625,2037,1,1
626,2041,0,0
627,2044,1,1
628,2048,1,1
629,2052,1,1
630,2053,0,0
631,2054,1,1
632,2062,0,0
633,2065,0,0
634,2066,0,0
635,2072,1,1
636,2079,0,0
637,2080,1,1
638,2085,0,0
639,2088,0,0
640,2090,0,0
641,2092,0,0
642,2093,0,0
643,2101,0,0
644,2104,0,0
645,2105,0,0
646,2106,0,0
647,2107,0,0
648,2120,0,0
649,2124,0,0
650,2127,0,0
651,2130,0,0
652,2132,0,0
653,2135,0,0
654,2137,0,0
655,2140,0,0
656,2143,0,0
657,2147,0,0
658,2151,0,0
659,2152,0,0
660,2155,0,0
661,2156,0,0
662,2162,1,1
663,2165,0,0
664,2166,0,0
665,2167,0,0
666,2168,0,0
667,2170,0,0
668,2178,1,1
669,2180,0,0
670,2182,0,0
671,2184,0,0
672,2185,0,0
673,2187,0,0
674,2196,0,0
675,2197,1,1
676,2199,0,0
677,2200,0,0
678,2201,0,0
679,2202,1,1
680,2206,0,0
681,2208,0,0
682,2218,0,0
683,2223,1,1
684,2224,1,1
685,2226,0,0
686,2228,0,0
687,2232,0,0
688,2234,1,1
689,2243,1,1
690,2247,0,0
691,2249,0,0
692,2252,1,1
693,2253,1,1
694,2259,0,0
695,2261,0,0
696,2264,0,0
697,2268,0,0
698,2269,0,0
699,2270,0,0
700,2276,1,1
701,2283,0,0
702,2287,0,0
703,2290,0,0
704,2291,0,0
705,2293,0,0
706,2295,0,0
707,2302,0,0
708,2305,0,0
709,2310,1,1
710,2313,0,0
711,2316,0,0
712,2320,0,0
713,2322,0,0
714,2323,1,1
715,2326,0,0
716,2328,1,1
717,2331,0,0
718,2335,1,1
719,2338,0,0
720,2343,0,0
721,2344,0,0
722,2345,0,0
723,2353,1,1
724,2355,0,0
725,2357,0,0
726,2360,1,1
727,2365,0,0
728,2369,0,0
729,2371,0,0
730,2378,0,0
731,2380,0,0
732,2381,0,0
733,2383,1,1
734,2384,0,0
735,2392,0,0
736,2393,0,0
737,2401,0,0
738,2403,0,0
739,2404,0,0
740,2405,0,0
741,2407,0,0
742,2411,0,0
743,2424,0,0
744,2426,0,0
745,2431,0,0
746,2433,0,0
747,2434,0,0
748,2436,0,0
749,2439,0,0
750,2444,0,0
751,2447,0,0
752,2448,0,0
753,2449,0,0
754,2450,0,0
755,2461,0,0
756,2469,0,0
757,2472,0,0
758,2473,0,0
759,2474,0,0
760,2477,0,0
761,2481,0,0
762,2484,0,0
763,2495,0,0
764,2503,0,0
765,2509,1,1
766,2511,1,1
767,2518,1,1
768,2522,1,1
769,2525,1,1
770,2526,0,0
771,2529,0,0
772,2533,0,0
773,2549,0,0
774,2551,0,0
775,2558,1,1
776,2562,1,1
777,2563,1,1
778,2567,0,0
779,2574,1,1
780,2577,0,0
781,2578,0,0
782,2580,0,0
783,2581,0,0
784,2583,0,0
785,2584,0,0
786,2586,1,1
787,2589,1,1
788,2595,0,0
789,2596,0,0
790,2600,1,1
791,2601,0,0
792,2607,0,0
793,2610,0,0
794,2613,0,0
795,2615,0,0
796,2618,0,0
797,2620,0,0
798,2623,1,1
799,2626,0,0
800,2630,0,0
801,2634,1,1
802,2636,1,1
803,2638,0,0
804,2639,1,1
805,2646,0,0
806,2650,1,1
807,2652,0,0
808,2653,0,0
809,2654,0,0
810,2662,0,0
811,2665,0,0
812,2669,0,0
813,2674,0,0
814,2678,0,0
815,2681,0,0
816,2685,0,0
817,2686,0,0
818,2690,0,0
819,2697,0,0
820,2699,0,0
821,2704,0,0
822,2705,0,0
823,2710,0,0
824,2712,0,0
825,2713,0,0
826,2716,0,0
827,2717,0,0
828,2718,0,0
829,2721,0,0
830,2722,0,0
831,2735,0,0
832,2737,0,0
833,2738,0,0
834,2742,0,0
835,2745,0,0
836,2746,0,0
837,2747,0,0
838,2750,0,0
839,2751,0,0
840,2754,0,0
841,2762,1,1
842,2764,0,0
843,2772,0,0
844,2775,0,0
845,2776,0,0
846,2779,0,0
847,2781,0,0
848,2789,0,0
849,2790,0,0
850,2791,0,0
851,2798,0,0
852,2800,0,0
853,2804,0,0
854,2805,0,0
855,2806,0,0
856,2809,0,0
857,2810,0,0
858,2812,0,0
859,2814,1,1
860,2816,0,0
861,2818,0,0
862,2823,0,0
863,2824,1,1
864,2834,1,1
865,2837,0,0
866,2840,0,0
867,2845,1,1
868,2847,1,1
869,2848,0,0
870,2850,0,0
871,2859,1,1
872,2862,0,0
873,2868,0,0
874,2874,0,0
875,2876,0,0
876,2892,0,0
877,2894,1,1
878,2897,0,0
879,2901,0,0
880,2903,0,0
881,2904,0,0
882,2906,0,0
883,2914,0,0
884,2918,0,0
885,2919,0,0
886,2923,0,0
887,2926,0,0
888,2928,0,0
889,2930,0,0
890,2938,0,0
891,2940,0,0
892,2949,0,0
893,2951,0,0
894,2958,0,0
895,2961,0,0
896,2962,0,0
897,2964,0,0
898,2966,0,0
899,2967,0,0
900,2968,0,0
901,2972,0,0
902,2977,0,0
903,2978,0,0
904,2979,0,0
905,2981,0,0
906,2985,1,1
907,2986,0,0
908,2989,1,1
909,2994,0,0
910,2996,1,1
911,2997,0,0
912,2999,0,0
913,3002,0,0
914,3007,0,0
915,3008,0,0
916,3017,0,0
917,3020,0,0
918,3024,0,0
919,3028,0,0
920,3031,0,0
921,3032,1,1
922,3033,0,0
923,3035,0,0
924,3040,0,0
925,3041,0,0
926,3046,0,0
927,3050,1,1
928,3063,0,0
929,3065,1,1
930,3067,0,0
931,3069,0,0
932,3076,0,0
933,3078,1,1
934,3081,0,0
935,3087,1,1
936,3088,0,0
937,3094,0,0
938,3096,0,0
939,3098,0,0
940,3103,0,0
941,3110,1,1
942,3113,1,1
943,3121,1,1
944,3127,1,1
945,3128,1,1
946,3129,1,1
947,3135,1,1
948,3143,1,1
949,3146,1,1
950,3148,1,1
951,3149,1,1
952,3151,1,1
953,3156,0,0
954,3160,0,0
955,3164,0,0
956,3169,0,0
957,3178,0,0
958,3187,0,0
959,3194,0,0
960,3202,0,0
961,3203,0,0
962,3204,0,0
963,3206,1,1
964,3207,0,0
965,3208,0,0
966,3209,1,1
967,3213,0,0
968,3214,0,0
969,3215,0,0
970,3220,0,0
971,3223,0,0
972,3224,0,0
973,3226,0,0
974,3228,0,0
975,3230,0,0
976,3232,0,0
977,3233,0,0
978,3234,0,0
979,3238,0,0
980,3246,0,0
981,3247,1,1
982,3250,0,0
983,3251,0,0
984,3254,0,0
985,3257,1,1
986,3258,0,0
987,3261,0,0
988,3267,0,0
989,3268,0,0
990,3269,0,0
991,3271,0,0
992,3272,0,0
993,3273,0,0
994,3279,0,0
995,3290,0,0
996,3291,0,0
997,3293,0,0
998,3294,0,0
999,3298,0,0
1000,3305,0,0
1001,3306,0,0
1002,3307,0,0
1003,3310,0,0
1004,3313,0,0
1005,3314,0,0
1006,3315,0,0
1007,3316,0,0
1008,3321,0,0
1009,3325,0,0
1010,3326,0,0
1011,3327,0,0
1012,3330,1,1
1013,3331,0,0
1014,3332,0,0
1015,3333,0,0
1016,3343,0,0
1017,3344,0,0
1018,3348,0,0
1019,3349,0,0
1020,3350,0,0
1021,3352,0,0
1022,3353,0,0
1023,3354,0,0
1024,3358,0,0
1025,3360,0,0
1026,3366,0,0
1027,3371,0,0
1028,3374,0,0
1029,3375,0,0
1030,3378,0,0
1031,3382,0,0
1032,3384,0,0
1033,3385,0,0
1034,3386,0,0
1035,3392,0,0
1036,3399,0,0
1037,3407,0,0
1038,3409,0,0
1039,3416,1,1
1040,3420,0,0
1041,3422,1,1
1042,3424,0,0
1043,3426,1,1
1044,3427,0,0
1045,3434,0,0
1046,3438,0,0
1047,3441,0,0
1048,3442,0,0
1049,3443,0,0
1050,3444,0,0
1051,3449,0,0
1052,3453,1,1
1053,3454,0,0
1054,3456,1,1
1055,3457,1,1
1056,3458,1,1
1057,3461,1,1
1058,3467,0,0
1059,3479,1,1
1060,3488,1,1
1061,3491,1,1
1062,3496,1,1
1063,3502,0,0
1064,3507,1,1
1065,3511,1,1
1066,3515,1,1
1067,3516,1,1
1068,3538,0,0
1069,3539,1,1
1070,3541,1,1
1071,3545,1,1
1072,3546,1,1
1073,3547,0,0
1074,3551,1,1
1075,3553,0,0
1076,3556,0,0
1077,3558,0,0
1078,3559,0,0
1079,3561,0,0
1080,3562,0,0
1081,3563,0,0
1082,3564,0,0
1083,3571,0,0
1084,3574,0,0
1085,3576,0,0
1086,3577,1,1
1087,3579,0,0
1088,3580,0,0
1089,3586,0,0
1090,3590,0,0
1091,3599,0,0
1092,3600,0,0
1093,3601,0,0
1094,3605,0,0
1095,3606,0,0
1096,3612,0,0
1097,3614,0,0
1098,3615,0,0
1099,3616,0,0
1100,3620,0,0
1101,3622,0,0
1102,3624,0,0
1103,3630,0,0
1104,3644,0,0
1105,3649,0,0
1106,3651,0,0
1107,3654,0,0
1108,3665,0,0
1109,3668,0,0
1110,3671,0,0
1111,3672,0,0
1112,3673,0,0
1113,3677,0,0
1114,3678,0,0
1115,3687,0,0
1116,3688,0,0
1117,3693,0,0
1118,3698,0,0
1119,3699,0,0
1120,3701,1,1
1121,3703,0,0
1122,3706,0,0
1123,3707,0,0
1124,3709,1,1
1125,3711,0,0
1126,3714,0,0
1127,3716,0,0
1128,3720,1,1
1129,3728,0,0
1130,3731,0,0
1131,3732,0,0
1132,3733,0,0
1133,3734,0,0
1134,3740,0,0
1135,3746,0,0
1136,3749,0,0
1137,3751,0,0
1138,3755,0,0
1139,3757,0,0
1140,3762,0,0
1141,3767,0,0
1142,3769,0,0
1143,3779,0,0
1144,3781,0,0
1145,3782,0,0
1146,3783,1,1
1147,3784,0,0
1148,3790,0,0
1149,3791,0,0
1150,3792,1,1
1151,3794,0,0
1152,3799,0,0
1153,3801,0,0
1154,3804,0,0
1155,3808,0,0
1156,3809,0,0
1157,3811,0,0
1158,3813,0,0
1159,3817,0,0
1160,3818,0,0
1161,3823,0,0
1162,3843,0,0
1163,3844,0,0
1164,3846,0,0
1165,3847,0,0
1166,3852,0,0
1167,3854,0,0
1168,3856,0,0
1169,3863,0,0
1170,3865,0,0
1171,3867,0,0
1172,3871,0,0
1173,3872,0,0
1174,3878,0,0
1175,3880,0,0
1176,3881,0,0
1177,3882,0,0
1178,3883,0,0
1179,3884,0,0
1180,3885,0,0
1181,3886,0,0
1182,3890,0,0
1183,3891,0,0
1184,3898,1,1
1185,3902,0,0
1186,3909,0,0
1187,3910,0,0
1188,3912,0,0
1189,3915,1,1
1190,3918,0,0
1191,3920,1,1
1192,3925,0,0
1193,3928,0,0
1194,3929,0,0
1195,3930,1,1
1196,3931,0,0
1197,3934,0,0
1198,3939,0,0
1199,3941,0,0
1200,3942,0,0
1201,3943,0,0
1202,3946,0,0
1203,3963,0,0
1204,3965,0,0
1205,3966,0,0
1206,3971,0,0
1207,3972,1,1
1208,3974,1,1
1209,3976,1,1
1210,3978,0,0
1211,3981,0,0
1212,3985,0,0
1213,3986,0,0
1214,3987,1,1
1215,3988,1,1
1216,3991,1,1
1217,3999,0,0
1218,4001,0,0
1219,4002,1,1
1220,4004,0,0
1221,4007,0,0
1222,4009,0,0
1223,4013,0,0
1224,4015,0,0
1225,4016,1,1
1226,4023,0,0
1227,4031,0,0
1228,4035,0,0
1229,4036,0,0
1230,4037,0,0
1231,4040,1,1
1232,4048,1,1
1233,4053,1,1
1234,4056,1,1
1235,4059,0,0
1236,4066,1,1
1237,4067,0,0
1238,4069,0,0
1239,4070,0,0
1240,4071,1,1
1241,4073,1,1
1242,4074,0,0
1243,4075,0,0
1244,4082,1,1
1245,4090,0,0
1246,4099,1,1
1247,4102,1,1
1248,4106,0,0
1249,4109,1,1
1250,4110,1,1
1251,4115,0,0
1252,4118,1,1
1253,4120,0,0
1254,4125,0,0
1255,4126,1,1
1256,4130,1,1
1257,4134,1,1
1258,4136,1,1
1259,4137,1,1
1260,4144,0,0
1261,4148,0,0
1262,4151,0,0
1263,4155,0,0
1264,4162,0,0
1265,4165,0,0
1266,4169,0,0
1267,4174,0,0
1268,4179,0,0
1269,4185,0,0
1270,4186,0,0
1271,4187,0,0
1272,4188,0,0
1273,4190,0,0
1274,4192,0,0
1275,4193,0,0
1276,4194,0,0
1277,4195,0,0
1278,4196,0,0
1279,4207,1,1
1280,4208,1,1
1281,4215,1,1
1282,4217,1,1
1283,4222,0,0
1284,4223,1,1
1285,4226,0,0
1286,4228,0,0
1287,4229,0,0
1288,4231,1,1
1289,4234,0,0
1290,4236,0,0
1291,4249,0,0
1292,4254,1,1
1293,4258,0,0
1294,4259,0,0
1295,4263,0,0
1296,4267,0,0
1297,4277,0,0
1298,4278,0,0
1299,4280,0,0
1300,4283,0,0
1301,4285,1,1
1302,4286,1,1
1303,4287,0,0
1304,4290,0,0
1305,4291,0,0
1306,4294,0,0
1307,4302,1,1
1308,4308,1,1
1309,4310,0,0
1310,4311,0,0
1311,4315,1,1
1312,4316,0,0
1313,4319,0,0
1314,4331,0,0
1315,4338,1,1
1316,4339,1,1
1317,4340,1,1
1318,4344,1,1
1319,4346,1,1
1320,4347,1,1
1321,4360,1,1
1322,4364,1,1
1323,4367,1,1
1324,4369,1,1
1325,4370,1,1
1326,4371,0,0
1327,4380,1,1
1328,4386,0,0
1329,4389,1,1
1330,4390,0,0
1331,4394,0,0
1332,4399,0,0
1333,4400,0,0
1334,4404,0,0
1335,4409,0,0
1336,4414,0,0
1337,4417,0,0
1338,4418,0,0
1339,4419,0,0
1340,4420,0,0
1341,4422,0,0
1342,4429,1,1
1343,4431,0,0
1344,4433,0,0
1345,4434,0,0
1346,4439,0,0
1347,4443,0,0
1348,4446,0,0
1349,4447,0,0
1350,4453,0,0
1351,4460,0,0
1352,4461,0,0
1353,4462,0,0
1354,4467,0,0
1355,4469,0,0
1356,4473,0,0
1357,4474,0,0
1358,4475,0,0
1359,4477,0,0
1360,4481,0,0
1361,4483,0,0
1362,4484,0,0
1363,4485,0,0
1364,4495,0,0
1365,4497,0,0
1366,4500,0,0
1367,4501,0,0
1368,4502,0,0
1369,4505,0,0
1370,4506,0,0
1371,4510,0,0
1372,4512,0,0
1373,4513,0,0
1374,4532,1,1
1375,4535,0,0
1376,4536,0,0
1377,4540,0,0
1378,4545,1,1
1379,4552,0,0
1380,4554,1,1
1381,4555,0,0
1382,4558,1,1
1383,4559,1,1
1384,4560,0,0
1385,4566,0,0
1386,4570,0,0
1387,4572,0,0
1388,4574,0,0
1389,4581,1,1
1390,4583,1,1
1391,4586,1,1
1392,4591,1,1
1393,4594,0,0
1394,4603,0,0
1395,4605,0,0
1396,4612,0,0
1397,4613,0,0
1398,4615,0,0
1399,4618,0,0
1400,4621,0,0
1401,4623,0,0
1402,4626,0,0
1403,4629,0,0
1404,4633,0,0
1405,4636,0,0
1406,4638,0,0
1407,4640,0,0
1408,4643,0,0
1409,4645,0,0
1410,4647,0,0
1411,4648,0,0
1412,4651,0,0
1413,4652,0,0
1414,4653,1,1
1415,4654,1,1
1416,4660,0,0
1417,4662,0,0
1418,4663,0,0
1419,4665,0,0
1420,4668,0,0
1421,4676,0,0
1422,4683,1,1
1423,4685,1,1
1424,4686,0,0
1425,4701,0,0
1426,4718,0,0
1427,4721,1,1
1428,4727,0,0
1429,4728,1,1
1430,4733,1,1
1431,4741,0,0
1432,4743,1,1
1433,4746,0,0
1434,4751,0,0
1435,4756,1,1
1436,4761,1,1
1437,4763,0,0
1438,4764,1,1
1439,4767,1,1
1440,4772,1,1
1441,4776,1,1
1442,4780,1,1
1443,4781,1,1
1444,4792,1,1
1445,4796,1,1
1446,4801,1,1
1447,4804,1,1
1448,4805,1,1
1449,4806,1,1
1450,4811,0,0
1451,4815,0,0
1452,4816,0,0
1453,4817,1,1
1454,4818,1,1
1455,4822,0,0
1456,4824,0,0
1457,4827,1,1
1458,4837,0,0
1459,4838,1,1
1460,4839,1,1
1461,4841,1,1
1462,4851,1,1
1463,4855,1,1
1464,4861,0,0
1465,4862,0,0
1466,4863,0,0
1467,4865,0,0
1468,4871,0,0
1469,4873,0,0
1470,4880,0,0
1471,4885,0,0
1472,4886,0,0
1473,4902,0,0
1474,4904,0,0
1475,4907,0,0
1476,4916,0,0
1477,4921,0,0
1478,4925,0,0
1479,4927,0,0
1480,4928,0,0
1481,4930,0,0
1482,4932,0,0
1483,4933,0,0
1484,4937,1,1
1485,4939,1,1
1486,4941,0,0
1487,4942,0,0
1488,4947,0,0
1489,4949,0,0
1490,4950,0,0
1491,4956,0,0
1492,4960,0,0
1493,4963,0,0
1494,4965,0,0
1495,4976,0,0
1496,4977,0,0
1497,4987,0,0
1498,4991,0,0
1499,4994,0,0
1500,4999,0,0
1501,5003,1,1
1502,5006,0,0
1503,5009,0,0
1504,5011,0,0
1505,5012,1,1
1506,5014,0,0
1507,5020,0,0
1508,5021,0,0
1509,5023,0,0
1510,5026,0,0
1511,5030,0,0
1512,5031,1,1
1513,5036,0,0
1514,5042,0,0
1515,5045,0,0
1516,5048,0,0
1517,5051,0,0
1518,5053,0,0
1519,5054,0,0
1520,5057,0,0
1521,5058,0,0
1522,5066,1,1
1523,5070,1,1
1524,5077,0,0
1525,5081,0,0
1526,5084,0,0
